Path,Heroes,Talents,Exp,Win
"['bush1', 'tree3', 'bush4', 'cave']","[('baawo', 'wizard'), ('molli', 'cleric'), ('tekka', 'barbarian')]","{'baawo': ['Burn', 'Storm Child'], 'molli': ['Domain Stone', 'Mud Ground'], 'tekka': ['Iron Skin']}",18,False
"['tree1', 'bush2', 'bush3', 'cave']","[('urri', 'thief'), ('duomo', 'warrior'), ('auri', 'thief')]","{'urri': ['Deadly'], 'duomo': ['Armored', 'Intimidating'], 'auri': ['Ambush']}",16,False
"['tree1', 'tree2', 'bush2', 'cave']","[('ohannes', 'wizard'), ('heijo', 'cleric'), ('zaku', 'paladin')]","{'ohannes': ['Acid Splash'], 'heijo': ['Domain Flame'], 'zaku': ['Crusader']}",11,False
"['bush1', 'tree4', 'bush4', 'cave']","[('tekka', 'barbarian'), ('bouko', 'warrior'), ('surho', 'warrior')]","{'tekka': ['Primal Brutality'], 'bouko': ['Armored', 'Threatening'], 'surho': ['Ominous', 'Threatening']}",17,False
"['bush1', 'tree3', 'bush4', 'cave']","[('wuhani', 'wizard'), ('fantti', 'cleric'), ('marvi', 'thief')]","{'wuhani': ['Icicle'], 'fantti': ['Domain Flame'], 'marvi': ['Ambush']}",9,False
"['tree1', 'tree2', 'bush2', 'cave']","[('auri', 'thief'), ('surho', 'warrior'), ('tekka', 'barbarian')]","{'auri': ['Ambush'], 'surho': ['Armored'], 'tekka': ['Naturally Hardy']}",11,False
"['bush1', 'tree4', 'bush4', 'cave']","[('meijo', 'warrior'), ('zaku', 'paladin'), ('tekka', 'barbarian')]","{'meijo': ['Armored', 'Armored'], 'zaku': ['Holy Presence', 'Protective Presence'], 'tekka': ['Rage']}",17,False
"['tree1', 'tree2', 'bush2', 'cave']","[('urri', 'thief'), ('auri', 'thief'), ('wuhani', 'wizard')]","{'urri': ['Greedy'], 'auri': ['Inconspicuous'], 'wuhani': ['Burn']}",5,False
"['bush1', 'tree3', 'bush4', 'cave']","[('bouko', 'warrior'), ('tekka', 'barbarian'), ('seino', 'cleric')]","{'bouko': ['Prepared', 'Threatening'], 'tekka': ['Naturally Hardy', 'Primal Brutality'], 'seino': ['Domain Warmth', 'Heal Wounds']}",18,False
"['tree1', 'tree2', 'bush2', 'cave']","[('huho', 'bard'), ('auri', 'thief'), ('urri', 'thief')]","{'huho': ['Acid Splash'], 'auri': ['Deadly'], 'urri': ['Inconspicuous']}",11,False
"['bush1', 'tree3', 'bush4', 'cave']","[('auri', 'thief'), ('fantti', 'cleric'), ('zaku', 'paladin')]","{'auri': ['Nimble'], 'fantti': ['Domain Stone'], 'zaku': ['Crusader']}",9,False
"['tree1', 'tree2', 'bush2', 'cave']","[('huho', 'bard'), ('surho', 'warrior'), ('wuhani', 'wizard')]","{'huho': ['Acid Splash'], 'surho': ['Ominous'], 'wuhani': ['Acid Splash']}",11,False
"['tree1', 'bush2', 'bush3', 'cave']","[('duomo', 'warrior'), ('tekka', 'barbarian'), ('tyrki', 'wizard')]","{'duomo': ['Armored', 'Prepared'], 'tekka': ['Savage', 'Primal Brutality'], 'tyrki': ['Lightning Zap', 'Fire Gush']}",16,False
"['bush1', 'tree3', 'bush4', 'cave']","[('tekka', 'barbarian'), ('feetu', 'paladin'), ('zaku', 'paladin')]","{'tekka': ['Intimidating Presence', 'Intimidating Presence'], 'feetu': ['Crusader', 'Inspiring Presence'], 'zaku': ['Holy Presence', 'Protective Presence']}",18,False
"['tree1', 'bush2', 'bush3', 'cave']","[('surho', 'warrior'), ('seino', 'cleric'), ('wuhani', 'wizard')]","{'surho': ['Threatening'], 'seino': ['Domain Flame'], 'wuhani': ['Acid Splash']}",9,False
"['tree1', 'tree2', 'bush2', 'cave']","[('molli', 'cleric'), ('surho', 'warrior'), ('insio', 'thief')]","{'molli': ['Domain Tempest'], 'surho': ['Well Rounded'], 'insio': ['Nimble']}",11,False
"['bush1', 'tree3', 'bush4', 'cave']","[('auri', 'thief'), ('yanne', 'ranger'), ('meijo', 'warrior')]","{'auri': ['Nimble', 'Greedy'], 'yanne': ['Hunter', 'Grasping Roots'], 'meijo': ['Well Rounded']}",18,False
"['tree1', 'tree2', 'bush2', 'cave']","[('urri', 'thief'), ('huho', 'bard'), ('fantti', 'cleric')]","{'urri': ['Inconspicuous'], 'huho': ['Rapid Tune'], 'fantti': ['Domain Tempest']}",11,False
"['bush1', 'tree3', 'bush4', 'cave']","[('tekka', 'barbarian'), ('insio', 'thief'), ('fantti', 'cleric')]","{'tekka': ['Violent Nature'], 'insio': ['Nimble'], 'fantti': ['Domain Flame']}",9,False
"['tree1', 'tree2', 'bush2', 'cave']","[('lustav', 'bard'), ('huho', 'bard'), ('domi', 'barbarian')]","{'lustav': ['Nimble Fingers'], 'huho': ['Virtuoso'], 'domi': ['Rage']}",11,False
"['tree1', 'tree2', 'bush2', 'cave']","[('meijo', 'warrior'), ('surho', 'warrior'), ('pouko', 'ranger')]","{'meijo': ['Threatening'], 'surho': ['Threatening'], 'pouko': ['Green Power']}",11,False
"['tree1', 'tree2', 'bush2', 'cave']","[('baawo', 'wizard'), ('pouko', 'ranger'), ('duomo', 'warrior')]","{'baawo': ['Icicle'], 'pouko': ['Swift'], 'duomo': ['Prepared']}",11,False
"['bush1', 'tree4', 'bush4', 'cave']","[('molli', 'cleric'), ('tyrki', 'wizard'), ('seino', 'cleric')]","{'molli': ['Domain Warmth'], 'tyrki': ['Freezing Wind'], 'seino': ['Domain Flame']}",8,False
"['bush1', 'tree4', 'bush4', 'cave']","[('seino', 'cleric'), ('molli', 'cleric'), ('yanne', 'ranger')]","{'seino': ['Domain Stone'], 'molli': ['Domain Flame'], 'yanne': ['Grudge']}",8,False
"['bush1', 'tree3', 'bush4', 'cave']","[('bouko', 'warrior'), ('surho', 'warrior'), ('tekka', 'barbarian')]","{'bouko': ['Intimidating', 'Ominous'], 'surho': ['Armored', 'Armored'], 'tekka': ['Rage']}",18,False
"['bush1', 'tree3', 'bush4', 'cave']","[('urri', 'thief'), ('tekka', 'barbarian'), ('seino', 'cleric')]","{'urri': ['Ambush'], 'tekka': ['Naturally Hardy'], 'seino': ['Domain Stone']}",9,False
"['tree1', 'bush2', 'bush3', 'cave']","[('baawo', 'wizard'), ('lustav', 'bard'), ('molli', 'cleric')]","{'baawo': ['Fire Gush'], 'lustav': ['Nimble Fingers'], 'molli': ['Domain Stone']}",9,False
"['bush1', 'tree3', 'bush4', 'cave']","[('domi', 'barbarian'), ('surho', 'warrior'), ('heijo', 'cleric')]","{'domi': ['Iron Skin', 'Intimidating Presence'], 'surho': ['Armored', 'Threatening'], 'heijo': ['Domain War', 'Zealous']}",18,False
"['bush1', 'tree4', 'bush4', 'cave']","[('lustav', 'bard'), ('surho', 'warrior'), ('domi', 'barbarian')]","{'lustav': ['Nimble Fingers', 'Virtuoso'], 'surho': ['Threatening', 'Prepared'], 'domi': ['Savage']}",17,False
"['tree1', 'bush2', 'bush3', 'cave']","[('seino', 'cleric'), ('feetu', 'paladin'), ('fantti', 'cleric')]","{'seino': ['Domain Flame'], 'feetu': ['Healing hands'], 'fantti': ['Domain Flame']}",9,False
"['tree1', 'tree2', 'bush2', 'cave']","[('feetu', 'paladin'), ('yanne', 'ranger'), ('wuhani', 'wizard')]","{'feetu': ['Inspiring Presence'], 'yanne': ['Survival Skills'], 'wuhani': ['Icicle']}",11,False
"['bush1', 'tree3', 'bush4', 'cave']","[('urri', 'thief'), ('duomo', 'warrior'), ('baawo', 'wizard')]","{'urri': ['Ambush'], 'duomo': ['Well Rounded'], 'baawo': ['Acid Splash']}",9,False
"['tree1', 'bush2', 'bush3', 'cave']","[('huho', 'bard'), ('wuhani', 'wizard'), ('domi', 'barbarian')]","{'huho': ['Virtuoso'], 'wuhani': ['Acid Splash'], 'domi': ['Naturally Hardy']}",9,False
"['tree1', 'tree2', 'bush2', 'cave']","[('zaku', 'paladin'), ('duomo', 'warrior'), ('tyrki', 'wizard')]","{'zaku': ['Healing hands'], 'duomo': ['Armored'], 'tyrki': ['Freezing Wind']}",11,False
"['tree1', 'bush2', 'bush3', 'cave']","[('urri', 'thief'), ('bouko', 'warrior'), ('pouko', 'ranger')]","{'urri': ['Deadly'], 'bouko': ['Prepared', 'Threatening'], 'pouko': ['Grudge', 'Grasping Roots']}",16,False
"['tree1', 'bush2', 'bush3', 'cave']","[('seino', 'cleric'), ('lustav', 'bard'), ('surho', 'warrior')]","{'seino': ['Domain Tempest'], 'lustav': ['Rapid Tune'], 'surho': ['Intimidating']}",9,False
"['bush1', 'tree4', 'bush4', 'cave']","[('auri', 'thief'), ('marvi', 'thief'), ('baawo', 'wizard')]","{'auri': ['Precise Strikes', 'Deadly'], 'marvi': ['Deadly'], 'baawo': ['Storm Child']}",17,False
"['bush1', 'tree3', 'bush4', 'cave']","[('wuhani', 'wizard'), ('fantti', 'cleric'), ('tyrki', 'wizard')]","{'wuhani': ['Icicle'], 'fantti': ['Domain Tempest'], 'tyrki': ['Burn']}",9,False
"['bush1', 'tree3', 'bush4', 'cave']","[('meijo', 'warrior'), ('urri', 'thief'), ('surho', 'warrior')]","{'meijo': ['Prepared', 'Threatening'], 'urri': ['Greedy', 'Agile'], 'surho': ['Armored']}",18,False
"['tree1', 'bush2', 'bush3', 'cave']","[('insio', 'thief'), ('urri', 'thief'), ('heijo', 'cleric')]","{'insio': ['Inconspicuous'], 'urri': ['Deadly'], 'heijo': ['Domain Flame']}",9,False
"['tree1', 'tree2', 'bush2', 'cave']","[('pouko', 'ranger'), ('yanne', 'ranger'), ('heijo', 'cleric')]","{'pouko': ['Grasping Roots'], 'yanne': ['Grasping Roots'], 'heijo': ['Domain Tempest']}",11,False
"['bush1', 'tree3', 'bush4', 'cave']","[('urri', 'thief'), ('domi', 'barbarian'), ('insio', 'thief')]","{'urri': ['Greedy'], 'domi': ['Savage'], 'insio': ['Agile', 'Nimble']}",18,False
"['tree1', 'tree2', 'bush2', 'cave']","[('feetu', 'paladin'), ('bouko', 'warrior'), ('molli', 'cleric')]","{'feetu': ['Holy Presence'], 'bouko': ['Intimidating'], 'molli': ['Domain Tempest']}",11,False
"['bush1', 'tree3', 'bush4', 'cave']","[('tyrki', 'wizard'), ('lustav', 'bard'), ('baawo', 'wizard')]","{'tyrki': ['Acid Splash'], 'lustav': ['Icicle'], 'baawo': ['Lightning Zap']}",9,False
"['bush1', 'tree4', 'bush4', 'cave']","[('baawo', 'wizard'), ('surho', 'warrior'), ('pouko', 'ranger')]","{'baawo': ['Storm Child'], 'surho': ['Ominous'], 'pouko': ['Grudge']}",8,False
"['tree1', 'tree2', 'bush2', 'cave']","[('baawo', 'wizard'), ('tyrki', 'wizard'), ('auri', 'thief')]","{'baawo': ['Freezing Wind'], 'tyrki': ['Freezing Wind'], 'auri': ['Ambush']}",5,False
"['tree1', 'tree2', 'bush2', 'cave']","[('lustav', 'bard'), ('bouko', 'warrior'), ('insio', 'thief')]","{'lustav': ['Rapid Tune'], 'bouko': ['Intimidating'], 'insio': ['Inconspicuous']}",11,False
"['tree1', 'bush2', 'bush3', 'cave']","[('molli', 'cleric'), ('huho', 'bard'), ('ohannes', 'wizard')]","{'molli': ['Domain Tempest'], 'huho': ['Helpful tune'], 'ohannes': ['Storm Child']}",9,False
"['bush1', 'tree4', 'bush4', 'cave']","[('domi', 'barbarian'), ('duomo', 'warrior'), ('baawo', 'wizard')]","{'domi': ['Intimidating Presence'], 'duomo': ['Armored'], 'baawo': ['Acid Splash']}",8,False
"['bush1', 'tree3', 'bush4', 'cave']","[('seino', 'cleric'), ('heijo', 'cleric'), ('pouko', 'ranger')]","{'seino': ['Domain Tempest'], 'heijo': ['Domain Flame'], 'pouko': ['Grasping Roots']}",9,False
"['bush1', 'tree4', 'bush4', 'cave']","[('lustav', 'bard'), ('auri', 'thief'), ('yanne', 'ranger')]","{'lustav': ['Acid Splash'], 'auri': ['Agile'], 'yanne': ['Grasping Roots']}",8,False
"['bush1', 'tree4', 'bush4', 'cave']","[('domi', 'barbarian'), ('insio', 'thief'), ('huho', 'bard')]","{'domi': ['Intimidating Presence'], 'insio': ['Deadly', 'Greedy'], 'huho': ['Lound Tune']}",17,False
"['bush1', 'tree4', 'bush4', 'cave']","[('surho', 'warrior'), ('duomo', 'warrior'), ('meijo', 'warrior')]","{'surho': ['Armored', 'Prepared'], 'duomo': ['Intimidating', 'Threatening'], 'meijo': ['Intimidating']}",17,False
"['bush1', 'tree3', 'bush4', 'cave']","[('baawo', 'wizard'), ('lustav', 'bard'), ('pouko', 'ranger')]","{'baawo': ['Dissolver'], 'lustav': ['Rapid Tune'], 'pouko': ['Survival Skills']}",2,False
"['tree1', 'bush2', 'bush3', 'cave']","[('lustav', 'bard'), ('wuhani', 'wizard'), ('duomo', 'warrior')]","{'lustav': ['Rapid Tune'], 'wuhani': ['Acid Splash'], 'duomo': ['Well Rounded']}",9,False
"['tree1', 'tree2', 'bush2', 'cave']","[('heijo', 'cleric'), ('seino', 'cleric'), ('marvi', 'thief')]","{'heijo': ['Domain Warmth'], 'seino': ['Domain War'], 'marvi': ['Greedy']}",11,False
"['tree1', 'tree2', 'bush2', 'cave']","[('pouko', 'ranger'), ('urri', 'thief'), ('zaku', 'paladin')]","{'pouko': ['Green Power'], 'urri': ['Nimble'], 'zaku': ['Overwhelming Presence']}",11,False
"['tree1', 'bush2', 'bush3', 'cave']","[('tekka', 'barbarian'), ('meijo', 'warrior'), ('insio', 'thief')]","{'tekka': ['Intimidating Presence'], 'meijo': ['Intimidating'], 'insio': ['Greedy']}",9,False
"['tree1', 'bush2', 'bush3', 'cave']","[('feetu', 'paladin'), ('lustav', 'bard'), ('zaku', 'paladin')]","{'feetu': ['Inspiring Presence'], 'lustav': ['Rapid Tune'], 'zaku': ['Smite']}",9,False
"['tree1', 'bush2', 'bush3', 'cave']","[('zaku', 'paladin'), ('domi', 'barbarian'), ('surho', 'warrior')]","{'zaku': ['Holy Presence', 'Smite'], 'domi': ['Iron Skin', 'Iron Skin'], 'surho': ['Dangerous', 'Well Rounded']}",16,False
"['bush1', 'tree3', 'bush4', 'cave']","[('duomo', 'warrior'), ('huho', 'bard'), ('bouko', 'warrior')]","{'duomo': ['Intimidating', 'Dangerous'], 'huho': ['Lound Tune', 'Acid Splash'], 'bouko': ['Ominous', 'Well Rounded']}",18,False
"['tree1', 'tree2', 'bush2', 'cave']","[('heijo', 'cleric'), ('baawo', 'wizard'), ('duomo', 'warrior')]","{'heijo': ['Domain Flame'], 'baawo': ['Fire Gush'], 'duomo': ['Dangerous']}",11,False
"['tree1', 'bush2', 'bush3', 'cave']","[('molli', 'cleric'), ('tyrki', 'wizard'), ('feetu', 'paladin')]","{'molli': ['Domain Stone'], 'tyrki': ['Burn'], 'feetu': ['Healing hands']}",9,False
"['tree1', 'tree2', 'bush2', 'cave']","[('bouko', 'warrior'), ('duomo', 'warrior'), ('auri', 'thief')]","{'bouko': ['Ominous'], 'duomo': ['Prepared'], 'auri': ['Greedy']}",11,False
"['tree1', 'tree2', 'bush2', 'cave']","[('auri', 'thief'), ('lustav', 'bard'), ('insio', 'thief')]","{'auri': ['Agile'], 'lustav': ['Lound Tune'], 'insio': ['Nimble']}",5,False
"['tree1', 'bush2', 'bush3', 'cave']","[('fantti', 'cleric'), ('duomo', 'warrior'), ('tyrki', 'wizard')]","{'fantti': ['Domain Warmth'], 'duomo': ['Dangerous'], 'tyrki': ['Icicle']}",9,False
"['bush1', 'tree3', 'bush4', 'cave']","[('lustav', 'bard'), ('yanne', 'ranger'), ('heijo', 'cleric')]","{'lustav': ['Icicle'], 'yanne': ['Hunter'], 'heijo': ['Domain Flame']}",9,False
"['tree1', 'bush2', 'bush3', 'cave']","[('insio', 'thief'), ('baawo', 'wizard'), ('duomo', 'warrior')]","{'insio': ['Ambush'], 'baawo': ['Fire Gush'], 'duomo': ['Dangerous']}",9,False
"['bush1', 'tree3', 'bush4', 'cave']","[('urri', 'thief'), ('wuhani', 'wizard'), ('auri', 'thief')]","{'urri': ['Agile'], 'wuhani': ['Burn'], 'auri': ['Deadly']}",9,False
"['bush1', 'tree3', 'bush4', 'cave']","[('tekka', 'barbarian'), ('urri', 'thief'), ('surho', 'warrior')]","{'tekka': ['Primal Brutality', 'Naturally Hardy'], 'urri': ['Precise Strikes', 'Deadly'], 'surho': ['Prepared', 'Ominous']}",18,False
"['bush1', 'tree4', 'bush4', 'cave']","[('feetu', 'paladin'), ('molli', 'cleric'), ('duomo', 'warrior')]","{'feetu': ['Overwhelming Presence', 'Crusader'], 'molli': ['Domain Flame', 'Fire Power'], 'duomo': ['Prepared']}",17,False
"['bush1', 'tree3', 'bush4', 'cave']","[('huho', 'bard'), ('feetu', 'paladin'), ('fantti', 'cleric')]","{'huho': ['Rapid Tune'], 'feetu': ['Overwhelming Presence'], 'fantti': ['Domain Warmth']}",9,False
"['bush1', 'tree3', 'bush4', 'cave']","[('insio', 'thief'), ('huho', 'bard'), ('molli', 'cleric')]","{'insio': ['Inconspicuous'], 'huho': ['Nimble Fingers'], 'molli': ['Domain War']}",9,False
"['bush1', 'tree4', 'bush4', 'cave']","[('yanne', 'ranger'), ('domi', 'barbarian'), ('feetu', 'paladin')]","{'yanne': ['Survival Skills', 'Survival Skills'], 'domi': ['Intimidating Presence'], 'feetu': ['Protective Presence', 'Crusader']}",17,False
"['tree1', 'bush2', 'bush3', 'cave']","[('urri', 'thief'), ('fantti', 'cleric'), ('molli', 'cleric')]","{'urri': ['Greedy'], 'fantti': ['Domain Tempest'], 'molli': ['Domain Tempest']}",9,False
"['tree1', 'tree2', 'bush2', 'cave']","[('yanne', 'ranger'), ('tekka', 'barbarian'), ('tyrki', 'wizard')]","{'yanne': ['Survival Skills'], 'tekka': ['Naturally Hardy'], 'tyrki': ['Freezing Wind']}",11,False
"['bush1', 'tree3', 'bush4', 'cave']","[('surho', 'warrior'), ('wuhani', 'wizard'), ('pouko', 'ranger')]","{'surho': ['Armored'], 'wuhani': ['Storm Child'], 'pouko': ['Swift']}",9,False
"['bush1', 'tree4', 'bush4', 'cave']","[('tyrki', 'wizard'), ('lustav', 'bard'), ('auri', 'thief')]","{'tyrki': ['Burn'], 'lustav': ['Nimble Fingers'], 'auri': ['Precise Strikes']}",8,False
"['bush1', 'tree4', 'bush4', 'cave']","[('molli', 'cleric'), ('tyrki', 'wizard'), ('baawo', 'wizard')]","{'molli': ['Domain War'], 'tyrki': ['Burn'], 'baawo': ['Dissolver']}",8,False
"['bush1', 'tree4', 'bush4', 'cave']","[('insio', 'thief'), ('domi', 'barbarian'), ('duomo', 'warrior')]","{'insio': ['Agile', 'Nimble'], 'domi': ['Savage', 'Savage'], 'duomo': ['Intimidating']}",17,False
"['bush1', 'tree3', 'bush4', 'cave']","[('duomo', 'warrior'), ('pouko', 'ranger'), ('yanne', 'ranger')]","{'duomo': ['Well Rounded', 'Ominous'], 'pouko': ['Survival Skills', 'Swift'], 'yanne': ['Green Power', 'Survival Skills']}",18,False
"['bush1', 'tree3', 'bush4', 'cave']","[('duomo', 'warrior'), ('lustav', 'bard'), ('urri', 'thief')]","{'duomo': ['Dangerous'], 'lustav': ['Helpful tune'], 'urri': ['Greedy']}",9,False
"['bush1', 'tree3', 'bush4', 'cave']","[('urri', 'thief'), ('seino', 'cleric'), ('feetu', 'paladin')]","{'urri': ['Precise Strikes', 'Nimble'], 'seino': ['Domain Tempest', 'Lightning Zap'], 'feetu': ['Crusader', 'Protective Presence']}",18,False
"['bush1', 'tree3', 'bush4', 'cave']","[('yanne', 'ranger'), ('molli', 'cleric'), ('ohannes', 'wizard')]","{'yanne': ['Green Power'], 'molli': ['Domain Warmth'], 'ohannes': ['Dissolver']}",9,False
"['bush1', 'tree4', 'bush4', 'cave']","[('auri', 'thief'), ('seino', 'cleric'), ('urri', 'thief')]","{'auri': ['Agile'], 'seino': ['Domain War'], 'urri': ['Inconspicuous']}",8,False
"['bush1', 'tree4', 'bush4', 'cave']","[('urri', 'thief'), ('tekka', 'barbarian'), ('baawo', 'wizard')]","{'urri': ['Deadly', 'Precise Strikes'], 'tekka': ['Primal Brutality'], 'baawo': ['Dissolver']}",17,False
"['bush1', 'tree3', 'bush4', 'cave']","[('wuhani', 'wizard'), ('urri', 'thief'), ('molli', 'cleric')]","{'wuhani': ['Burn'], 'urri': ['Ambush'], 'molli': ['Domain Tempest']}",9,False
"['tree1', 'bush2', 'bush3', 'cave']","[('lustav', 'bard'), ('bouko', 'warrior'), ('auri', 'thief')]","{'lustav': ['Acid Splash'], 'bouko': ['Intimidating'], 'auri': ['Nimble']}",9,False
"['tree1', 'bush2', 'bush3', 'cave']","[('meijo', 'warrior'), ('surho', 'warrior'), ('wuhani', 'wizard')]","{'meijo': ['Armored', 'Well Rounded'], 'surho': ['Armored', 'Armored'], 'wuhani': ['Acid Splash', 'Burn']}",16,False
"['bush1', 'tree4', 'bush4', 'cave']","[('fantti', 'cleric'), ('duomo', 'warrior'), ('insio', 'thief')]","{'fantti': ['Domain Stone', 'Mud Ground'], 'duomo': ['Dangerous', 'Ominous'], 'insio': ['Precise Strikes']}",17,False
"['bush1', 'tree3', 'bush4', 'cave']","[('baawo', 'wizard'), ('meijo', 'warrior'), ('wuhani', 'wizard')]","{'baawo': ['Fire Gush'], 'meijo': ['Ominous'], 'wuhani': ['Lightning Zap']}",9,False
"['bush1', 'tree3', 'bush4', 'cave']","[('tyrki', 'wizard'), ('seino', 'cleric'), ('insio', 'thief')]","{'tyrki': ['Storm Child'], 'seino': ['Domain Flame'], 'insio': ['Deadly']}",9,False
"['tree1', 'tree2', 'bush2', 'cave']","[('surho', 'warrior'), ('duomo', 'warrior'), ('yanne', 'ranger')]","{'surho': ['Armored'], 'duomo': ['Well Rounded'], 'yanne': ['Hunter']}",11,False
"['tree1', 'tree2', 'bush2', 'cave']","[('domi', 'barbarian'), ('baawo', 'wizard'), ('lustav', 'bard')]","{'domi': ['Violent Nature'], 'baawo': ['Lightning Zap'], 'lustav': ['Virtuoso']}",11,False
"['tree1', 'bush2', 'bush3', 'cave']","[('surho', 'warrior'), ('marvi', 'thief'), ('zaku', 'paladin')]","{'surho': ['Intimidating'], 'marvi': ['Nimble', 'Deadly'], 'zaku': ['Inspiring Presence', 'Holy Presence']}",16,False
"['tree1', 'bush2', 'bush3', 'cave']","[('meijo', 'warrior'), ('lustav', 'bard'), ('molli', 'cleric')]","{'meijo': ['Threatening'], 'lustav': ['Acid Splash'], 'molli': ['Domain Flame']}",9,False
"['bush1', 'tree3', 'bush4', 'cave']","[('duomo', 'warrior'), ('baawo', 'wizard'), ('auri', 'thief')]","{'duomo': ['Intimidating'], 'baawo': ['Acid Splash'], 'auri': ['Ambush']}",9,False
"['bush1', 'tree3', 'bush4', 'cave']","[('seino', 'cleric'), ('duomo', 'warrior'), ('bouko', 'warrior')]","{'seino': ['Domain Warmth'], 'duomo': ['Dangerous', 'Well Rounded'], 'bouko': ['Armored', 'Armored']}",18,False
"['bush1', 'tree4', 'bush4', 'cave']","[('baawo', 'wizard'), ('pouko', 'ranger'), ('heijo', 'cleric')]","{'baawo': ['Fire Gush'], 'pouko': ['Thorn Strike'], 'heijo': ['Domain Stone']}",8,False
"['bush1', 'tree4', 'bush4', 'cave']","[('seino', 'cleric'), ('tekka', 'barbarian'), ('urri', 'thief')]","{'seino': ['Domain Tempest'], 'tekka': ['Savage', 'Savage'], 'urri': ['Ambush', 'Deadly']}",17,False
"['tree1', 'bush2', 'bush3', 'cave']","[('fantti', 'cleric'), ('marvi', 'thief'), ('surho', 'warrior')]","{'fantti': ['Domain Warmth'], 'marvi': ['Deadly', 'Ambush'], 'surho': ['Prepared', 'Well Rounded']}",16,False
"['bush1', 'tree3', 'bush4', 'cave']","[('seino', 'cleric'), ('urri', 'thief'), ('auri', 'thief')]","{'seino': ['Domain Warmth', 'Comfort'], 'urri': ['Precise Strikes', 'Agile'], 'auri': ['Precise Strikes']}",18,False
"['tree1', 'bush2', 'bush3', 'cave']","[('huho', 'bard'), ('ohannes', 'wizard'), ('feetu', 'paladin')]","{'huho': ['Lound Tune'], 'ohannes': ['Burn'], 'feetu': ['Healing hands']}",9,False
"['bush1', 'tree3', 'bush4', 'cave']","[('yanne', 'ranger'), ('huho', 'bard'), ('zaku', 'paladin')]","{'yanne': ['Thorn Strike'], 'huho': ['Icicle', 'Icicle'], 'zaku': ['Crusader']}",18,False
"['tree1', 'bush2', 'bush3', 'cave']","[('surho', 'warrior'), ('huho', 'bard'), ('insio', 'thief')]","{'surho': ['Well Rounded'], 'huho': ['Icicle'], 'insio': ['Inconspicuous']}",9,False
"['bush1', 'tree3', 'bush4', 'cave']","[('bouko', 'warrior'), ('tyrki', 'wizard'), ('huho', 'bard')]","{'bouko': ['Dangerous'], 'tyrki': ['Lightning Zap'], 'huho': ['Acid Splash']}",9,False
"['bush1', 'tree4', 'bush4', 'cave']","[('bouko', 'warrior'), ('tekka', 'barbarian'), ('yanne', 'ranger')]","{'bouko': ['Intimidating'], 'tekka': ['Savage', 'Violent Nature'], 'yanne': ['Hunter', 'Grasping Roots']}",17,False
